id_item_pk,cd_eca,cd_item,cd_genre_mat,li_genre_mat,no_fabricant,li_article,cd_taille,an_fabrication,dt_fin_garantie,an_renouv,marque,type_marque,sim,imei,cd_fourn,nom_fourn,cd_statut,li_statut,is_actif,dt_statut,is_indispo,is_bloque,cd_sdis,li_sdis,cd_oi,li_oi,dt_mise_dispo,id_item_det_fk,cd_eca_det,li_article_det,cd_item_det,plaques_det,tx_remarques_sdis,cd_lieu,li_lieu,tx_detail_lieu,is_prete,is_lieu_ctl,cd_lieu_sdis,li_lieu_sdis,lieu_sdis_info,last_refresh,cd_entrepot,li_entrepot,cd_zone,li_zone,cd_secteur,no_etagere,no_niveau,no_position,cd_emplacement,tx_remarques_empl,cd_proprietaire_fk,li_proprietaire,proprietaire,dt_achat,mn_prix,mn_prix_rpc41,cd_categ_prim_pgi,cd_categ_sec_pgi,dt_deb_amorti,nb_duree_amorti,cd_projet,li_projet,no_facture,is_trans_pgi,cd_tarif_fk,cd_categ_abc_fk,cd_categ_abc_sdis,tx_remarques,us_aud_creation,dt_aud_creation,dt_aud_modif,us_aud_modif
60160,18110063,060160,AUT,Matériel suivi autre,R52J305SV7A,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705675885,355755082677550,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,,,,,01/04/2019 00:00:00,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:32:58,01/04/2019 14:17:00,DLU
60161,18110063,060161,AUT,Matériel suivi autre,R52J305SVBB,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705675893,355755082677592,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-710,Ouest-Lavaux,710B1,Belmont DPS,  /  /       :  :,6699,09910001,Véhicule TPM,666.785.241,VD 221565,,L-710-03,Belmont-sur-Lausanne,LAVO 380,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:35:38,17/12/2018 08:36:55,IMP
60162,18110063,060162,AUT,Matériel suivi autre,R52J305SQWN,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766013,355755082676453,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-733,Coeur de Lavaux,733B1,Cully DPS,  /  /       :  :,3594,09910001,Véhicule TPM,657.123.948,VD   7590,,L-733-02,Cully,DORIN 280,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:36:49,17/12/2018 08:36:55,IMP
60163,18110063,060163,AUT,Matériel suivi autre,R52J305SG3F,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766021,355755082673559,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-733,Coeur de Lavaux,733C1,Forel DPS,  /  /       :  :,11368,09910001,Véhicule TPM,678.243.073,VD 582792,,L-733-01,Forel (Lavaux),DORIN 180,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:38:03,17/12/2018 08:36:55,IMP
60164,18110063,060164,AUT,Matériel suivi autre,R52J305S3SP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766039,355755082669490,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-733,Coeur de Lavaux,733C1,Forel DPS,  /  /       :  :,57552,09900002,Véhicule porteur de Modules sur berce,418.955.703,VD 605843,,L-733-01,Forel (Lavaux),DORIN 160,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:39:16,17/12/2018 08:36:55,IMP
60165,18110063,060165,AUT,Matériel suivi autre,R52J305S4GT,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766047,355755082669722,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-733,Coeur de Lavaux,733B1,Cully DPS,  /  /       :  :,8581,09930003,"Véhicule de transport à pont, poids inf. à 6 T",675.796.774,VD 238343,,L-733-02,Cully,DORIN 270,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:40:46,17/12/2018 08:36:55,IMP
60166,18110063,060166,AUT,Matériel suivi autre,R52J305SEFR,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766054,355755082673013,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-733,Coeur de Lavaux,733B1,Cully DPS,  /  /       :  :,3429,09850003,Voiture chef d'intervention,627.204.802,VD 462394,,L-733-02,Cully,DORIN 201,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:42:23,17/12/2018 08:36:55,IMP
60167,18110063,060167,AUT,Matériel suivi autre,R52J305SHDY,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766062,355755082673989,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-733,Coeur de Lavaux,733Z3,Puidoux DAP,  /  /       :  :,3688,09930001,"Véhicule de transport matériel, poids inf. à 6 T",610.255.978,VD 394641,,L-733-13,Puidoux,"DORIN 371
VD 394641",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:43:40,17/12/2018 08:36:55,IMP
60168,18110063,060168,AUT,Matériel suivi autre,R52J305SARN,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766070,355755082671793,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-767,Haute-Broye,767E1,Moudon DPS,30/10/2018 00:00:00,11104,09850003,Voiture chef d'intervention,677.592.370,VD 232654,,L-767-01,Moudon,MODO 102,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:44:55,17/12/2018 08:36:55,IMP
60169,18110063,060169,AUT,Matériel suivi autre,R52J305S48X,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766088,355755082669649,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-733,Coeur de Lavaux,733C1,Forel DPS,  /  /       :  :,7905,09870001,Véhicule de traction 4x4,675.735.694,VD 105218,,L-733-01,Forel (Lavaux),DORIN 150,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:46:11,17/12/2018 08:36:55,IMP
60170,18110063,060170,AUT,Matériel suivi autre,R52J305SFSY,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705676768,355755082673450,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,790Y1,Palézieux DAP,  /  /       :  :,52477,09910002,Véhicule polyvalent,217.591.340,VD   9870,,L-790-11,Palézieux,ORON 360,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:47:26,17/12/2018 08:36:55,IMP
60171,18110063,060171,AUT,Matériel suivi autre,R52J305SW6N,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705676776,355755082677873,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,790E1,Oron DPS,  /  /       :  :,3593,09910001,Véhicule TPM,657.123.936,VD   7613,,L-790-01,Oron,ORON 180,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:49:17,17/12/2018 08:36:55,IMP
60172,18110063,060172,AUT,Matériel suivi autre,R52J305SFNX,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705676784,355755082673419,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,790B1,Mézières DPS,  /  /       :  :,6535,09850003,Voiture chef d'intervention,631.352.900,VD 543326,,L-790-02,Mézières,ORON 201,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:50:29,17/12/2018 08:36:56,IMP
60173,18110063,060173,AUT,Matériel suivi autre,R52J305SM7Z,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705676792,355755082675240,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,790E1,Oron DPS,  /  /       :  :,50954,09850003,Voiture chef d'intervention,678.658.029,VD 549743,,L-790-01,Oron,ORON 101,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:51:42,17/12/2018 08:36:56,IMP
60174,18110063,060174,AUT,Matériel suivi autre,R52J305S2RY,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705676800,355755082669151,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-674,Nyon - Dôle,674B1,St-Cergue DPS,15/02/2019 00:00:00,11361,09910001,Véhicule TPM,678.237.693,VD 582794,,L-674-02,St-Cergue,"ZORBA 261
VD 582794",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:53:41,15/02/2019 08:13:39,DLU
60175,18110063,060175,AUT,Matériel suivi autre,R52J305SFQP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705676818,355755082673435,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,790B1,Mézières DPS,  /  /       :  :,3617,09910001,Véhicule TPM,666.328.164,VD 221535,,L-790-02,Mézières,ORON 280,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:54:55,17/12/2018 08:36:56,IMP
60176,18110063,060176,AUT,Matériel suivi autre,R52J305SSFE,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705676826,355755082676974,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,790E1,Oron DPS,  /  /       :  :,3563,09900001,Véhicule porteur de Modules normalisés,185.987.620,VD   7562,,L-790-01,Oron,ORON 160,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 14:59:26,17/12/2018 08:36:56,IMP
60177,18110063,060177,AUT,Matériel suivi autre,R52J305SWVP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705676834,355755082678095,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-790,Oron-Jorat,790E1,Oron DPS,  /  /       :  :,7907,09870001,Véhicule de traction 4x4,675.756.867,VD 105213,,L-790-01,Oron,ORON 150,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:00:36,17/12/2018 08:36:56,IMP
60179,18110063,060179,AUT,Matériel suivi autre,R52J305SGBZ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766237,355755082673633,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-738,Chamberonne,738A1,Chavannes DPS,  /  /       :  :,3553,09870001,Véhicule de traction 4x4,640.374.330,VD 371259,,L-738-02,Chavannes-près-Renens,CHAMBRO 250,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:02:47,17/12/2018 08:36:56,IMP
60180,18110063,060180,AUT,Matériel suivi autre,R52J305S6WR,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766245,355755082670514,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-738,Chamberonne,738C1,Ecublens DPS,  /  /       :  :,11553,09850003,Voiture chef d'intervention,670.905.421,VD 564613,,L-738-01,Ecublens,CHAMBRO 102,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:03:54,17/12/2018 08:36:56,IMP
60181,18110063,060181,AUT,Matériel suivi autre,R52J305SJ7H,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766252,355755082674250,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-738,Chamberonne,738C1,Ecublens DPS,  /  /       :  :,51458,09900002,Véhicule porteur de Modules sur berce,418.758.697,VD 397655,,L-738-01,Ecublens,CHAMBRO 171,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:05:26,17/12/2018 08:36:56,IMP
60182,18110063,060182,AUT,Matériel suivi autre,R52J305SGAY,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766260,355755082673625,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-738,Chamberonne,738C1,Ecublens DPS,  /  /       :  :,11030,09870001,Véhicule de traction 4x4,677.667.199,VD 333362,,L-738-01,Ecublens,CHAMBRO 150,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:06:42,17/12/2018 08:36:56,IMP
60183,18110063,060183,AUT,Matériel suivi autre,R52J305SVSA,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766278,355755082677741,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-738,Chamberonne,738C1,Ecublens DPS,  /  /       :  :,56417,09910001,Véhicule TPM,679.473.610,VD 592408,,L-738-01,Ecublens,CHAMBRO 170,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:08:20,17/12/2018 08:36:56,IMP
60184,18110063,060184,AUT,Matériel suivi autre,R52J305SF4D,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766286,355755082673237,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-738,Chamberonne,738A1,Chavannes DPS,  /  /       :  :,7885,09910001,Véhicule TPM,675.341.047,VD 186780,,L-738-02,Chavannes-près-Renens,CHAMBRO 280,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:09:27,17/12/2018 08:36:56,IMP
60185,18110063,060185,AUT,Matériel suivi autre,R52J305SVME,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766294,355755082677691,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-738,Chamberonne,738C1,Ecublens DPS,  /  /       :  :,11554,09850003,Voiture chef d'intervention,670.905.445,VD 315915,,L-738-01,Ecublens,CHAMBRO 101,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:10:35,17/12/2018 08:36:56,IMP
60186,18110063,060186,AUT,Matériel suivi autre,R52J305S3CB,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410117100707766666,355755082669359,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-674,Nyon - Dôle,674G1,Nyon DPS,05/02/2018 00:00:00,3777,09930004,"Véhicule de transport à pont, poids sup. à 6 T",097.306.345,VD 222076,,L-674-01,Nyon,"ZORBA 191
VD 222076",0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:12:07,17/12/2018 08:36:56,IMP
60187,18110063,060187,AUT,Matériel suivi autre,R52J305SYKK,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705675372,355755082678665,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-685,Gros-de-Vaud,685E1,Echallens DPS,  /  /       :  :,3596,09910001,Véhicule TPM,657.117.432,VD   7612,,L-685-01,Echallens,LARRY 180,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:13:19,17/12/2018 08:36:56,IMP
60188,18110063,060188,AUT,Matériel suivi autre,R52J305SVRP,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705675380,355755082677733,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-685,Gros-de-Vaud,685E1,Echallens DPS,  /  /       :  :,3557,09900001,Véhicule porteur de Modules normalisés,185.969.216,VD   9652,,L-685-01,Echallens,LARRY 160,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:14:40,17/12/2018 08:36:56,IMP
60189,18110063,060189,AUT,Matériel suivi autre,R52J305SGET,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705675398,355755082673666,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-685,Gros-de-Vaud,685Y5,Montilliez DAP,  /  /       :  :,52478,09910002,Véhicule polyvalent,217.605.167,VD   9871,,L-685-15,Montilliez,LARRY 565,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:15:54,17/12/2018 08:36:56,IMP
60190,18110063,060190,AUT,Matériel suivi autre,R52J305S4MJ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705675406,355755082669771,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,,,,,30/08/2018 00:00:00,0,,,,,,L-888-51,Centre Technique et Logistique,,0,1,,,,  /  /       :  :,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:17:05,17/12/2018 08:36:56,IMP
60191,18110063,060191,AUT,Matériel suivi autre,R52J305SB0L,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705675414,355755082671876,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-685,Gros-de-Vaud,685A1,Bercher DPS,  /  /       :  :,3602,09910001,Véhicule TPM,186.012.951,VD   7890,,L-685-02,Bercher,LARRY 280,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:19:47,17/12/2018 08:36:56,IMP
60192,18110063,060192,AUT,Matériel suivi autre,R52J305SY9R,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705675422,355755082678566,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-685,Gros-de-Vaud,685E1,Echallens DPS,  /  /       :  :,7438,09870001,Véhicule de traction 4x4,674.608.718,VD 270453,,L-685-01,Echallens,LARRY 150,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:20:51,17/12/2018 08:36:56,IMP
60193,18110063,060193,AUT,Matériel suivi autre,R52J305S78V,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705675430,355755082670639,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-685,Gros-de-Vaud,685Y1,Essertines-Yverdon DAP,  /  /       :  :,3722,09930001,"Véhicule de transport matériel, poids inf. à 6 T",923.189.920,VD 508472,,L-685-11,Essertines-sur-Yverdon,LARRY 561,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:21:56,17/12/2018 08:36:56,IMP
60194,18110063,060194,AUT,Matériel suivi autre,R52J305S3GW,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705674912,355755082669391,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-673,Région Venoge,673A1,La Sarraz DPS,  /  /       :  :,3604,09910001,Véhicule TPM,665.487.325,VD 565052,,L-673-03,La Sarraz,VENOGE 65,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:23:13,17/12/2018 08:36:56,IMP
60195,18110063,060195,AUT,Matériel suivi autre,R52J305S4DZ,"Tablette multimédia SAMSUNG Galaxy TAB A6 noire, écran 7 pouces, modèle LTE-SM-T285, mémoire 8GB, Android 5.1",,2017,  /  /       :  :,2022,Samsung,SM-T285,89410116308705674920,355755082669698,CODALI,Codalis SA,AC,Actif,1,  /  /       :  :,0,0,S-673,Région Venoge,673A1,La Sarraz DPS,  /  /       :  :,11062,09930001,"Véhicule de transport matériel, poids inf. à 6 T",159.037.836,VD   8580,,L-673-03,La Sarraz,VENOGE 51,0,0,,,,10/04/2019 01:00:06,,,,,,0,0,0,,,ECA,ECA,,  /  /       :  :,0.00,0.00,,,  /  /       :  :,0,,,,0,,,,,PR,04/04/2017 15:24:19,17/12/2018 08:36:56,IMP
